     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;         128.000;           0.125;           0.000;       8192;         33;      106303.842;        6068.636;        6180.394;        6081.881;          35.463 ( 0.583 %);  10276.427
   UNROLL4;         128.000;           0.125;           0.000;       8192;         33;      129994.782;        6057.727;        6499.152;        6077.057;          75.781 ( 1.247 %);  10284.584
   UNROLL8;         128.000;           0.125;           0.000;       8192;         33;       76705.020;        6056.818;        6132.424;        6059.514;          13.090 ( 0.216 %);  10314.358
     CBLAS;         128.000;           0.125;           0.000;       8192;         33;       78742.103;        1531.939;        1643.364;        1536.997;          21.164 ( 1.377 %);  40663.703
