     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.500;           0.000;           0.000;         32;         33;         181.764;          11.515;          20.030;          11.991;           1.468 (12.246 %);  20360.633
   UNROLL4;           0.500;           0.000;           0.000;         32;         33;          88.979;          11.818;          15.485;          12.053;           0.632 ( 5.244 %);  20255.153
   UNROLL8;           0.500;           0.000;           0.000;         32;         33;         213.929;          16.394;          19.424;          16.743;           0.531 ( 3.171 %);  14581.755
     CBLAS;           0.500;           0.000;           0.000;         32;         33;          92.915;          40.061;         102.939;          42.082;          10.926 (25.964 %);   5801.583
