     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           8.000;           0.008;           0.000;        512;         33;        5500.271;         356.758;         361.273;         357.614;           0.690 ( 0.193 %);  10923.080
   UNROLL4;           8.000;           0.008;           0.000;        512;         33;        3909.010;         357.333;         357.667;         357.577;           0.124 ( 0.035 %);  10924.230
   UNROLL8;           8.000;           0.008;           0.000;        512;         33;        3864.375;         357.030;         357.667;         357.548;           0.163 ( 0.046 %);  10925.100
     CBLAS;           8.000;           0.008;           0.000;        512;         33;        4511.204;         106.545;         151.182;         108.129;           7.730 ( 7.149 %);  36125.979
