     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;          64.000;           0.062;           0.000;       4096;         33;       37071.850;         567.424;         571.364;         567.831;           0.636 ( 0.112 %);  55033.977
   UNROLL4;          64.000;           0.062;           0.000;       4096;         33;       51945.368;         573.788;         575.333;         573.950;           0.295 ( 0.051 %);  54447.212
   UNROLL8;          64.000;           0.062;           0.000;       4096;         33;       62445.515;         529.788;         535.545;         532.605;           1.291 ( 0.242 %);  58673.861
     CBLAS;          64.000;           0.062;           0.000;       4096;         33;       39521.801;         771.455;         829.121;         773.480;           9.989 ( 1.291 %);  40401.807
