     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;         128.000;           0.125;           0.000;       8192;         33;      307064.807;        3030.545;        3132.545;        3037.583;          23.918 ( 0.787 %);  20575.569
   UNROLL4;         128.000;           0.125;           0.000;       8192;         33;       91500.981;        1326.152;        1330.091;        1328.268;           0.898 ( 0.068 %);  47053.752
   UNROLL8;         128.000;           0.125;           0.000;       8192;         33;       96461.879;        1733.848;        1827.061;        1740.575;          20.631 ( 1.185 %);  35907.678
     CBLAS;         128.000;           0.125;           0.000;       8192;         33;       92639.781;        1532.242;        1640.970;        1539.940;          22.567 ( 1.465 %);  40585.989
