     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           1.000;           0.001;           0.000;         64;         33;         356.725;          37.636;          45.242;          37.996;           1.309 ( 3.446 %);  12850.749
   UNROLL4;           1.000;           0.001;           0.000;         64;         33;         231.322;          27.303;          31.273;          27.526;           0.698 ( 2.537 %);  17738.800
   UNROLL8;           1.000;           0.001;           0.000;         64;         33;         322.998;          16.091;          17.606;          16.366;           0.297 ( 1.814 %);  29834.387
     CBLAS;           1.000;           0.001;           0.000;         64;         33;         367.719;          54.636;         104.424;          56.399;           8.623 (15.289 %);   8657.695
