     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;          32.000;           0.031;           0.000;       2048;         33;       20546.368;         749.273;         753.212;         749.468;           0.683 ( 0.091 %);  20848.113
   UNROLL4;          32.000;           0.031;           0.000;       2048;         33;       29964.853;         309.697;         312.394;         310.399;           0.398 ( 0.128 %);  50338.363
   UNROLL8;          32.000;           0.031;           0.000;       2048;         33;       16206.566;         440.818;         442.364;         441.252;           0.296 ( 0.067 %);  35410.636
     CBLAS;          32.000;           0.031;           0.000;       2048;         33;       12397.098;         392.242;         422.606;         393.401;           5.244 ( 1.333 %);  39717.715
