     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;         33;          19.742;           8.788;          17.333;           9.201;           1.485 (16.137 %);   6633.462
   UNROLL4;           0.125;           0.000;           0.000;          8;         33;          84.263;           8.485;          10.636;           8.803;           0.358 ( 4.067 %);   6933.064
   UNROLL8;           0.125;           0.000;           0.000;          8;         33;          65.366;           7.273;           9.697;           7.489;           0.431 ( 5.759 %);   8150.495
     CBLAS;           0.125;           0.000;           0.000;          8;         33;          31.284;          31.545;          79.848;          33.110;           8.392 (25.345 %);   1843.395
