     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;          64.000;           0.062;           0.000;       4096;         33;       36483.473;        3018.364;        3165.636;        3029.715;          36.324 ( 1.199 %);  10314.500
   UNROLL4;          64.000;           0.062;           0.000;       4096;         33;       30635.596;        3016.879;        3129.212;        3023.027;          23.778 ( 0.787 %);  10337.322
   UNROLL8;          64.000;           0.062;           0.000;       4096;         33;       59173.233;        3042.061;        3144.091;        3047.545;          20.269 ( 0.665 %);  10254.157
     CBLAS;          64.000;           0.062;           0.000;       4096;         33;       52488.607;         772.333;         836.121;         774.510;          11.061 ( 1.428 %);  40348.110
