     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;         256.000;           0.250;           0.000;      16384;         33;      281376.874;        6070.455;        6495.545;        6103.636;          82.606 ( 1.353 %);  20479.595
   UNROLL4;         256.000;           0.250;           0.000;      16384;         33;      203138.308;        2647.394;        2762.758;        2656.067;          22.934 ( 0.863 %);  47062.065
   UNROLL8;         256.000;           0.250;           0.000;      16384;         33;      172528.967;        3481.091;        3595.818;        3496.882;          36.616 ( 1.047 %);  35746.126
     CBLAS;         256.000;           0.250;           0.000;      16384;         33;      165546.933;        3052.091;        3238.788;        3067.951;          44.385 ( 1.447 %);  40743.801
