     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;         256.000;           0.250;           0.000;      16384;         33;      149470.970;        2278.515;        2389.939;        2285.556;          23.799 ( 1.041 %);  54691.298
   UNROLL4;         256.000;           0.250;           0.000;      16384;         33;      225544.952;        2283.970;        2395.394;        2291.317;          26.279 ( 1.147 %);  54553.783
   UNROLL8;         256.000;           0.250;           0.000;      16384;         33;      157881.401;        2077.212;        2203.212;        2091.039;          25.764 ( 1.232 %);  59778.907
     CBLAS;         256.000;           0.250;           0.000;      16384;         33;      186999.506;        3051.485;        3211.485;        3061.843;          34.577 ( 1.129 %);  40825.085
