     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;         512.000;           0.500;           0.000;      32768;         33;      368645.252;        4559.455;        4671.182;        4572.317;          34.146 ( 0.747 %);  54676.876
   UNROLL4;         512.000;           0.500;           0.000;      32768;         33;      641509.193;        4567.061;        4679.394;        4579.677;          31.149 ( 0.680 %);  54589.005
   UNROLL8;         512.000;           0.500;           0.000;      32768;         33;      367459.616;        4107.727;        4306.273;        4151.473;          37.132 ( 0.894 %);  60219.591
     CBLAS;         512.000;           0.500;           0.000;      32768;         33;      554714.343;        7120.636;        7362.303;        7212.494;          63.855 ( 0.885 %);  34662.074
