     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           8.000;           0.008;           0.000;        512;         33;        2756.474;         142.697;         150.879;         143.153;           1.395 ( 0.975 %);  27287.171
   UNROLL4;           8.000;           0.008;           0.000;        512;         33;        3724.430;         153.606;         158.788;         154.081;           0.863 ( 0.560 %);  25351.957
   UNROLL8;           8.000;           0.008;           0.000;        512;         33;        3898.704;          65.879;          68.939;          65.993;           0.539 ( 0.817 %);  59192.195
     CBLAS;           8.000;           0.008;           0.000;        512;         33;       30706.603;         240.121;         315.758;         242.537;          13.145 ( 5.420 %);  16105.777
