     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;          16.000;           0.016;           0.000;       1024;         33;        6738.988;         367.939;         370.394;         368.185;           0.424 ( 0.115 %);  21218.977
   UNROLL4;          16.000;           0.016;           0.000;       1024;         33;        6866.385;         356.424;         360.697;         360.171;           0.898 ( 0.249 %);  21691.098
   UNROLL8;          16.000;           0.016;           0.000;       1024;         33;        7235.406;         219.788;         221.636;         219.871;           0.321 ( 0.146 %);  35532.275
     CBLAS;          16.000;           0.016;           0.000;       1024;         33;        8065.463;         202.212;         231.939;         203.402;           5.124 ( 2.519 %);  38409.122
