     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;          16.000;           0.016;           0.000;       1024;         33;        5829.389;         302.667;         313.606;         303.223;           1.874 ( 0.618 %);  25764.854
   UNROLL4;          16.000;           0.016;           0.000;       1024;         33;        6533.173;         313.606;         319.091;         314.024;           0.936 ( 0.298 %);  24878.682
   UNROLL8;          16.000;           0.016;           0.000;       1024;         33;        7189.814;         130.848;         132.970;         130.952;           0.383 ( 0.293 %);  59659.151
     CBLAS;          16.000;           0.016;           0.000;       1024;         33;        8800.415;         201.576;         243.485;         203.036;           7.263 ( 3.577 %);  38478.433
