     CBLAS;           8.000;           0.008;           0.000;        512;         33;        3652.456;         110.212;         147.545;         111.594;           6.455 ( 5.784 %);  35004.083
     CBLAS;           8.000;           0.008;           0.000;        512;         33;        2795.784;         110.182;         166.061;         112.157;           9.677 ( 8.628 %);  34828.402
