CBLAS ; MiB/s ; n
gcc3 ; 7513.824 ; 8
gcc3 ; 6837.846 ; 16
gcc3 ; 8230.733 ; 32
gcc3 ; 6912.605 ; 64
gcc3 ; 6071.181 ; 128
gcc3 ; 5166.357 ; 256
gcc3 ; 10825.373 ; 512
gcc3 ; 10545.589 ; 1024
gcc3 ; 10374.382 ; 2048
gcc3 ; 10327.077 ; 4096
gcc3 ; 10288.400 ; 8192
gcc3 ; 10273.221 ; 16384
gcc3 ; 10267.138 ; 32768
gcc3 ; 10237.361 ; 65536
