CBLAS ; MiB/s ; n
gcc3 ; 5680.479 ; 8
gcc3 ;  ; 16
gcc3 ; 8236.343 ; 32
gcc3 ; 7052.045 ; 64
gcc3 ; 13470.766 ; 128
gcc3 ; 11560.407 ; 256
gcc3 ; 10903.175 ; 512
gcc3 ; 10588.718 ; 1024
gcc3 ; 10398.194 ; 2048
gcc3 ; 10326.973 ; 4096
gcc3 ; 10275.123 ; 8192
gcc3 ; 10272.194 ; 16384
gcc3 ; 10257.185 ; 32768
gcc3 ; 10225.164 ; 65536
