CBLAS ; MiB/s ; n
clang2 ; 2608.913 ; 8
clang2 ; 3056.459 ; 16
clang2 ; 5013.277 ; 32
clang2 ; 5245.467 ; 64
clang2 ; 3723.318 ; 128
clang2 ; 10546.858 ; 256
clang2 ; 10403.318 ; 512
clang2 ; 10353.651 ; 1024
clang2 ; 10275.452 ; 2048
clang2 ; 10274.878 ; 4096
clang2 ; 10254.061 ; 8192
clang2 ; 10258.234 ; 16384
clang2 ; 10253.420 ; 32768
clang2 ; 10234.873 ; 65536
