CBLAS ; MiB/s ; n
gcc2 ; 6160.082 ; 8
gcc2 ; 6899.599 ; 16
gcc2 ; 6533.053 ; 32
gcc2 ; 6393.852 ; 64
gcc2 ; 5190.121 ; 128
gcc2 ; 10827.605 ; 256
gcc2 ; 10579.093 ; 512
gcc2 ; 10426.087 ; 1024
gcc2 ; 10319.674 ; 2048
gcc2 ; 10273.628 ; 4096
gcc2 ; 10266.353 ; 8192
gcc2 ; 10264.995 ; 16384
gcc2 ; 10245.464 ; 32768
gcc2 ; 10233.385 ; 65536
