CBLAS ; MiB/s ; n
clang0 ; 1526.159 ; 8
clang0 ; 3332.946 ; 16
clang0 ; 3022.786 ; 32
clang0 ; 2896.888 ; 64
clang0 ; 2851.075 ; 128
clang0 ; 2825.720 ; 256
clang0 ; 2807.722 ; 512
clang0 ; 2797.051 ; 1024
clang0 ; 2795.736 ; 2048
clang0 ; 2796.376 ; 4096
clang0 ; 2796.172 ; 8192
clang0 ; 2793.670 ; 16384
clang0 ; 2795.257 ; 32768
clang0 ; 2795.488 ; 65536
