CBLAS ; MiB/s ; n
clang0 ; 1622.816 ; 8
clang0 ; 1623.073 ; 16
clang0 ; 3119.834 ; 32
clang0 ; 1309.210 ; 64
clang0 ; 2875.777 ; 128
clang0 ; 2837.583 ; 256
clang0 ; 2819.094 ; 512
clang0 ; 2802.811 ; 1024
clang0 ; 2792.293 ; 2048
clang0 ; 2798.880 ; 4096
clang0 ; 2797.010 ; 8192
clang0 ; 2792.328 ; 16384
clang0 ; 2796.201 ; 32768
clang0 ; 2793.785 ; 65536
