CBLAS ; MiB/s ; n
clang1 ; 8626.513 ; 8
clang1 ; 7538.965 ; 16
clang1 ; 8804.197 ; 32
clang1 ; 7268.355 ; 64
clang1 ; 13434.689 ; 128
clang1 ; 11647.900 ; 256
clang1 ; 10922.015 ; 512
clang1 ; 10583.712 ; 1024
clang1 ; 10413.632 ; 2048
clang1 ; 10326.391 ; 4096
clang1 ; 10294.542 ; 8192
clang1 ; 10277.433 ; 16384
clang1 ; 10255.935 ; 32768
clang1 ; 10250.503 ; 65536
