CBLAS ; MiB/s ; n
gcc1 ; 3164.958 ; 8
gcc1 ;  ; 16
gcc1 ; 4749.784 ; 32
gcc1 ; 5189.108 ; 64
gcc1 ; 4736.815 ; 128
gcc1 ; 4670.065 ; 256
gcc1 ; 10410.778 ; 512
gcc1 ; 10324.915 ; 1024
gcc1 ; 10287.467 ; 2048
gcc1 ; 10245.862 ; 4096
gcc1 ; 10271.036 ; 8192
gcc1 ; 10253.537 ; 16384
gcc1 ; 10252.357 ; 32768
gcc1 ; 10240.566 ; 65536
