CBLAS ; MiB/s ; n
gcc3 ; 7103.482 ; 8
gcc3 ; 8636.040 ; 16
gcc3 ; 8416.244 ; 32
gcc3 ; 7064.412 ; 64
gcc3 ; 5963.264 ; 128
gcc3 ; 5165.981 ; 256
gcc3 ; 10899.291 ; 512
gcc3 ; 10557.000 ; 1024
gcc3 ; 10351.239 ; 2048
gcc3 ; 10302.769 ; 4096
gcc3 ; 10285.218 ; 8192
gcc3 ; 10278.755 ; 16384
gcc3 ; 10259.036 ; 32768
gcc3 ; 10236.428 ; 65536
