CBLAS ; MiB/s ; n
clang0 ; 3778.053 ; 8
clang0 ; 1675.759 ; 16
clang0 ; 1421.448 ; 32
clang0 ; 2987.562 ; 64
clang0 ; 2886.172 ; 128
clang0 ; 2839.060 ; 256
clang0 ; 2811.795 ; 512
clang0 ; 2790.708 ; 1024
clang0 ; 2788.056 ; 2048
clang0 ; 2780.011 ; 4096
clang0 ; 2782.941 ; 8192
clang0 ; 2783.991 ; 16384
clang0 ; 2781.011 ; 32768
clang0 ; 2775.613 ; 65536
