CBLAS ; MiB/s ; n
clang2 ; 8615.332 ; 8
clang2 ; 22115.217 ; 16
clang2 ; 8996.046 ; 32
clang2 ; 16347.094 ; 64
clang2 ; 13441.821 ; 128
clang2 ; 11648.602 ; 256
clang2 ; 10922.267 ; 512
clang2 ; 10584.819 ; 1024
clang2 ; 10395.208 ; 2048
clang2 ; 10336.255 ; 4096
clang2 ; 10284.657 ; 8192
clang2 ; 10278.170 ; 16384
clang2 ; 10238.261 ; 32768
clang2 ; 10252.649 ; 65536
