CBLAS ; MiB/s ; n
clang3 ; 2852.184 ; 8
clang3 ; 4024.540 ; 16
clang3 ; 4868.328 ; 32
clang3 ; 5255.266 ; 64
clang3 ; 4831.415 ; 128
clang3 ; 10535.312 ; 256
clang3 ; 10390.714 ; 512
clang3 ; 10341.393 ; 1024
clang3 ; 10278.761 ; 2048
clang3 ; 10251.179 ; 4096
clang3 ; 10259.932 ; 8192
clang3 ; 10255.005 ; 16384
clang3 ; 10250.187 ; 32768
clang3 ; 10254.611 ; 65536
