CBLAS ; MiB/s ; n
gcc2 ; 3111.764 ; 8
gcc2 ; 3827.879 ; 16
gcc2 ; 5095.328 ; 32
gcc2 ; 5278.323 ; 64
gcc2 ; 4887.817 ; 128
gcc2 ; 10610.574 ; 256
gcc2 ; 10442.211 ; 512
gcc2 ; 10350.766 ; 1024
gcc2 ; 10296.649 ; 2048
gcc2 ; 10254.064 ; 4096
gcc2 ; 10239.842 ; 8192
gcc2 ; 10259.523 ; 16384
gcc2 ; 10252.782 ; 32768
gcc2 ; 10240.543 ; 65536
