CBLAS ; MiB/s ; n
clang1 ; 1890.531 ; 8
clang1 ; 3787.849 ; 16
clang1 ; 4836.447 ; 32
clang1 ; 5155.850 ; 64
clang1 ; 4821.886 ; 128
clang1 ; 10436.319 ; 256
clang1 ; 10377.938 ; 512
clang1 ; 10322.647 ; 1024
clang1 ; 10262.853 ; 2048
clang1 ; 10265.469 ; 4096
clang1 ; 10234.919 ; 8192
clang1 ; 10245.689 ; 16384
clang1 ; 10250.742 ; 32768
clang1 ; 10250.362 ; 65536
