CBLAS ; MiB/s ; n
clang2 ; 6287.701 ; 8
clang2 ; 9677.823 ; 16
clang2 ; 8929.874 ; 32
clang2 ; 7265.474 ; 64
clang2 ; 5970.797 ; 128
clang2 ; 11648.665 ; 256
clang2 ; 10888.690 ; 512
clang2 ; 10575.411 ; 1024
clang2 ; 10389.616 ; 2048
clang2 ; 10328.459 ; 4096
clang2 ; 10286.698 ; 8192
clang2 ; 10272.521 ; 16384
clang2 ; 10247.423 ; 32768
clang2 ; 10256.494 ; 65536
