CBLAS ; MiB/s ; n
gcc1 ; 4311.019 ; 8
gcc1 ; 11782.890 ; 16
gcc1 ; 12969.859 ; 32
gcc1 ; 5510.755 ; 64
gcc1 ; 4957.193 ; 128
gcc1 ; 10795.018 ; 256
gcc1 ; 10531.061 ; 512
gcc1 ; 10393.189 ; 1024
gcc1 ; 10304.575 ; 2048
gcc1 ; 10275.496 ; 4096
gcc1 ; 10239.703 ; 8192
gcc1 ; 10259.116 ; 16384
gcc1 ; 10240.463 ; 32768
gcc1 ; 10236.006 ; 65536
