CBLAS ; MiB/s ; n
gcc0 ; 2654.762 ; 8
gcc0 ; 3720.739 ; 16
gcc0 ; 4182.437 ; 32
gcc0 ; 4852.246 ; 64
gcc0 ; 4610.921 ; 128
gcc0 ; 10477.602 ; 256
gcc0 ; 10374.116 ; 512
gcc0 ; 10318.078 ; 1024
gcc0 ; 10265.360 ; 2048
gcc0 ; 10262.023 ; 4096
gcc0 ; 10259.046 ; 8192
gcc0 ; 10253.405 ; 16384
gcc0 ; 10247.693 ; 32768
gcc0 ; 10241.292 ; 65536
