CBLAS ; MiB/s ; n
gcc0 ; 1775.349 ; 8
gcc0 ; 1652.757 ; 16
gcc0 ; 3272.558 ; 32
gcc0 ; 1343.374 ; 64
gcc0 ; 2901.646 ; 128
gcc0 ; 2846.866 ; 256
gcc0 ; 2813.266 ; 512
gcc0 ; 2800.354 ; 1024
gcc0 ; 2789.632 ; 2048
gcc0 ; 2791.480 ; 4096
gcc0 ; 2789.756 ; 8192
gcc0 ; 2791.172 ; 16384
gcc0 ; 2792.222 ; 32768
gcc0 ; 2786.748 ; 65536
