CBLAS ; MiB/s ; n
clang2 ; 6736.322 ; 8
clang2 ; 21576.785 ; 16
clang2 ; 8883.922 ; 32
clang2 ; 7251.603 ; 64
clang2 ; 13296.781 ; 128
clang2 ; 11642.863 ; 256
clang2 ; 10867.215 ; 512
clang2 ; 10563.554 ; 1024
clang2 ; 10405.010 ; 2048
clang2 ; 10288.226 ; 4096
clang2 ; 10264.396 ; 8192
clang2 ; 10262.466 ; 16384
clang2 ; 10237.012 ; 32768
clang2 ; 10231.857 ; 65536
