CBLAS ; MiB/s ; n
gcc0 ; 1698.454 ; 8
gcc0 ; 3698.895 ; 16
gcc0 ; 1434.541 ; 32
gcc0 ; 2989.091 ; 64
gcc0 ; 2898.886 ; 128
gcc0 ; 2851.109 ; 256
gcc0 ; 2820.332 ; 512
gcc0 ; 2807.725 ; 1024
gcc0 ; 2800.756 ; 2048
gcc0 ; 2800.015 ; 4096
gcc0 ; 2799.797 ; 8192
gcc0 ; 2799.133 ; 16384
gcc0 ; 2798.448 ; 32768
gcc0 ; 2798.785 ; 65536
