CBLAS ; MiB/s ; n
gcc2 ; 18125.794 ; 8
gcc2 ; 10037.343 ; 16
gcc2 ; 8616.169 ; 32
gcc2 ; 16310.990 ; 64
gcc2 ; 13305.265 ; 128
gcc2 ; 11599.559 ; 256
gcc2 ; 10898.202 ; 512
gcc2 ; 10579.751 ; 1024
gcc2 ; 10398.918 ; 2048
gcc2 ; 10327.738 ; 4096
gcc2 ; 10294.134 ; 8192
gcc2 ; 10264.318 ; 16384
gcc2 ; 10238.088 ; 32768
gcc2 ; 10244.575 ; 65536
