CBLAS ; MiB/s ; n
gcc2 ; 8169.529 ; 8
gcc2 ;  ; 16
gcc2 ; 9041.630 ; 32
gcc2 ; 7270.342 ; 64
gcc2 ; 5913.854 ; 128
gcc2 ; 5155.825 ; 256
gcc2 ; 10900.409 ; 512
gcc2 ; 10560.932 ; 1024
gcc2 ; 10395.786 ; 2048
gcc2 ; 10335.774 ; 4096
gcc2 ; 10292.203 ; 8192
gcc2 ; 10253.884 ; 16384
gcc2 ; 10260.442 ; 32768
gcc2 ; 10237.367 ; 65536
