CBLAS ; MiB/s ; n
clang1 ; 6217.125 ; 8
clang1 ; 7005.405 ; 16
clang1 ; 14368.975 ; 32
clang1 ; 6404.479 ; 64
clang1 ; 11666.044 ; 128
clang1 ; 10931.951 ; 256
clang1 ; 4701.025 ; 512
clang1 ; 10426.087 ; 1024
clang1 ; 10317.840 ; 2048
clang1 ; 10277.178 ; 4096
clang1 ; 10259.094 ; 8192
clang1 ; 10241.756 ; 16384
clang1 ; 10234.874 ; 32768
clang1 ; 10240.963 ; 65536
