CBLAS ; MiB/s ; n
clang3 ; 8108.733 ; 8
clang3 ; 9247.622 ; 16
clang3 ; 8947.605 ; 32
clang3 ; 16340.061 ; 64
clang3 ; 5971.065 ; 128
clang3 ; 11651.218 ; 256
clang3 ; 10898.119 ; 512
clang3 ; 10580.290 ; 1024
clang3 ; 10416.061 ; 2048
clang3 ; 10310.800 ; 4096
clang3 ; 10280.861 ; 8192
clang3 ; 10272.730 ; 16384
clang3 ; 10249.981 ; 32768
clang3 ; 10236.465 ; 65536
