CBLAS ; MiB/s ; n
clang3 ; 8626.513 ; 8
clang3 ; 9953.172 ; 16
clang3 ; 8824.653 ; 32
clang3 ; 7258.532 ; 64
clang3 ; 13433.162 ; 128
clang3 ; 5177.185 ; 256
clang3 ; 10921.398 ; 512
clang3 ; 10580.554 ; 1024
clang3 ; 10395.030 ; 2048
clang3 ; 10313.888 ; 4096
clang3 ; 10291.420 ; 8192
clang3 ; 10272.001 ; 16384
clang3 ; 10264.821 ; 32768
clang3 ; 10234.711 ; 65536
