     CBLAS;           4.000;           0.004;           0.000;        256;         33;        2241.474;         134.788;         190.364;         136.713;           9.633 ( 7.046 %);  14286.359
     CBLAS;           4.000;           0.004;           0.000;        256;         33;        2247.319;          59.788;         100.515;          61.272;           7.046 (11.500 %);  31876.405
