CBLAS ; MiB/s ; n
gcc0 ; 2381.817 ; 8
gcc0 ; 1777.279 ; 16
gcc0 ; 1015.286 ; 32
gcc0 ; 931.987 ; 64
gcc0 ; 488.683 ; 128
