CBLAS ; MiB/s ; n
gcc1 ; 2376.187 ; 8
gcc1 ; 1781.084 ; 16
gcc1 ; 1015.328 ; 32
gcc1 ; 932.872 ; 64
gcc1 ; 488.069 ; 128
