CBLAS ; MiB/s ; n
gcc3 ; 2388.053 ; 8
gcc3 ; 1778.335 ; 16
gcc3 ; 1013.800 ; 32
gcc3 ; 929.407 ; 64
gcc3 ; 488.427 ; 128
