CBLAS ; MiB/s ; n
gcc0 ; 2170.927 ; 8
gcc0 ; 1787.981 ; 16
gcc0 ; 3590.934 ; 32
gcc0 ; 3175.638 ; 64
gcc0 ; 2974.585 ; 128
gcc0 ; 2885.792 ; 256
gcc0 ; 2843.965 ; 512
gcc0 ; 2818.422 ; 1024
gcc0 ; 2806.889 ; 2048
gcc0 ; 2801.398 ; 4096
gcc0 ; 2798.492 ; 8192
gcc0 ; 2798.499 ; 16384
gcc0 ; 2798.379 ; 32768
gcc0 ; 2797.235 ; 65536
