CBLAS ; MiB/s ; n
gcc1 ; 11076.035 ; 8
gcc1 ; 13218.114 ; 16
gcc1 ; 11992.293 ; 32
gcc1 ; 19124.525 ; 64
gcc1 ; 5947.024 ; 128
gcc1 ; 11626.316 ; 256
gcc1 ; 10913.020 ; 512
gcc1 ; 10586.900 ; 1024
gcc1 ; 10408.027 ; 2048
gcc1 ; 10309.676 ; 4096
gcc1 ; 10301.532 ; 8192
gcc1 ; 10259.544 ; 16384
gcc1 ; 10257.081 ; 32768
gcc1 ; 10266.654 ; 65536
