CBLAS ; MiB/s ; n
gcc3 ; 9532.093 ; 8
gcc3 ; 11976.087 ; 16
gcc3 ; 10843.835 ; 32
gcc3 ; 6615.224 ; 64
gcc3 ; 13508.238 ; 128
gcc3 ; 5186.931 ; 256
gcc3 ; 10934.058 ; 512
gcc3 ; 10570.970 ; 1024
gcc3 ; 10412.549 ; 2048
gcc3 ; 10254.157 ; 4096
gcc3 ; 10301.223 ; 8192
gcc3 ; 10278.425 ; 16384
gcc3 ; 10270.536 ; 32768
gcc3 ; 10272.900 ; 65536
