CBLAS ; MiB/s ; n
gcc1 ; 5954.783 ; 8
gcc1 ; 7782.143 ; 16
gcc1 ; 6939.579 ; 32
gcc1 ; 6622.391 ; 64
gcc1 ; 11789.030 ; 128
gcc1 ; 10981.053 ; 256
gcc1 ; 4720.007 ; 512
gcc1 ; 10448.161 ; 1024
gcc1 ; 10361.210 ; 2048
gcc1 ; 10269.654 ; 4096
gcc1 ; 10254.435 ; 8192
gcc1 ; 10247.389 ; 16384
gcc1 ; 10253.513 ; 32768
gcc1 ; 10254.869 ; 65536
