CBLAS ; MiB/s ; n
gcc1 ; 11497.541 ; 8
gcc1 ; 14360.438 ; 16
gcc1 ; 11975.548 ; 32
gcc1 ; 6624.206 ; 64
gcc1 ; 13392.562 ; 128
gcc1 ; 11630.766 ; 256
gcc1 ; 10913.832 ; 512
gcc1 ; 10587.677 ; 1024
gcc1 ; 10406.359 ; 2048
gcc1 ; 10320.453 ; 4096
gcc1 ; 10292.669 ; 8192
gcc1 ; 10272.527 ; 16384
gcc1 ; 10270.028 ; 32768
gcc1 ; 10267.578 ; 65536
