CBLAS ; MiB/s ; n
clang1 ; 21053.939 ; 8
clang1 ; 11205.814 ; 16
clang1 ; 12618.973 ; 32
clang1 ; 8800.263 ; 64
clang1 ; 6033.875 ; 128
clang1 ; 11699.927 ; 256
clang1 ; 10945.368 ; 512
clang1 ; 10602.362 ; 1024
clang1 ; 10415.621 ; 2048
clang1 ; 10323.847 ; 4096
clang1 ; 10284.584 ; 8192
clang1 ; 10280.722 ; 16384
clang1 ; 10274.420 ; 32768
clang1 ; 10266.029 ; 65536
