CBLAS ; MiB/s ; n
clang1 ; 18071.584 ; 8
clang1 ; 15109.635 ; 16
clang1 ; 12515.023 ; 32
clang1 ; 8649.667 ; 64
clang1 ; 13463.944 ; 128
clang1 ; 5180.362 ; 256
clang1 ; 10926.195 ; 512
clang1 ; 10571.206 ; 1024
clang1 ; 10413.122 ; 2048
clang1 ; 10322.334 ; 4096
clang1 ; 10314.358 ; 8192
clang1 ; 10284.629 ; 16384
clang1 ; 10279.072 ; 32768
clang1 ; 10275.801 ; 65536
