CBLAS ; MiB/s ; n
clang1 ; 13237.858 ; 8
clang1 ; 17347.588 ; 16
clang1 ; 6996.372 ; 32
clang1 ; 5942.604 ; 64
clang1 ; 11845.757 ; 128
clang1 ; 4862.085 ; 256
clang1 ; 10599.179 ; 512
clang1 ; 10452.796 ; 1024
clang1 ; 10335.181 ; 2048
clang1 ; 10291.275 ; 4096
clang1 ; 10276.427 ; 8192
clang1 ; 10264.983 ; 16384
clang1 ; 10253.273 ; 32768
clang1 ; 10250.940 ; 65536
