CBLAS ; MiB/s ; n
gcc0 ; 2159.571 ; 8
gcc0 ; 1789.690 ; 16
gcc0 ; 1571.173 ; 32
gcc0 ; 1384.530 ; 64
gcc0 ; 2952.002 ; 128
gcc0 ; 2877.383 ; 256
gcc0 ; 2841.530 ; 512
gcc0 ; 2811.562 ; 1024
gcc0 ; 2804.905 ; 2048
gcc0 ; 2800.789 ; 4096
gcc0 ; 2801.511 ; 8192
gcc0 ; 2801.918 ; 16384
gcc0 ; 2799.402 ; 32768
gcc0 ; 2799.471 ; 65536
