CBLAS ; MiB/s ; n
gcc3 ; 15432.386 ; 8
gcc3 ; 7334.726 ; 16
gcc3 ; 8646.995 ; 32
gcc3 ; 7144.139 ; 64
gcc3 ; 13432.823 ; 128
gcc3 ; 11598.357 ; 256
gcc3 ; 10899.291 ; 512
gcc3 ; 10581.343 ; 1024
gcc3 ; 10426.490 ; 2048
gcc3 ; 10314.500 ; 4096
gcc3 ; 10271.487 ; 8192
gcc3 ; 10258.559 ; 16384
gcc3 ; 10263.868 ; 32768
gcc3 ; 10258.057 ; 65536
