CBLAS ; MiB/s ; n
clang1 ; 1789.786 ; 8
clang1 ; 3425.089 ; 16
clang1 ; 5755.491 ; 32
clang1 ; 8727.895 ; 64
clang1 ; 11841.668 ; 128
clang1 ; 14303.845 ; 256
clang1 ; 36058.915 ; 512
clang1 ; 38400.454 ; 1024
clang1 ; 39699.089 ; 2048
clang1 ; 40374.294 ; 4096
clang1 ; 40663.703 ; 8192
clang1 ; 40828.269 ; 16384
clang1 ; 40904.795 ; 32768
clang1 ; 25343.368 ; 65536
