CBLAS ; MiB/s ; n
clang0 ; 1837.687 ; 8
clang0 ; 1706.105 ; 16
clang0 ; 3344.308 ; 32
clang0 ; 1352.755 ; 64
clang0 ; 2921.567 ; 128
clang0 ; 2860.088 ; 256
clang0 ; 2825.419 ; 512
clang0 ; 2805.722 ; 1024
clang0 ; 2799.131 ; 2048
clang0 ; 2798.515 ; 4096
clang0 ; 2795.693 ; 8192
clang0 ; 2796.780 ; 16384
clang0 ; 2797.975 ; 32768
clang0 ; 2797.493 ; 65536
