CBLAS ; MiB/s ; n
clang0 ; 1944.454 ; 8
clang0 ; 3896.546 ; 16
clang0 ; 1573.768 ; 32
clang0 ; 3133.642 ; 64
clang0 ; 2944.369 ; 128
clang0 ; 2867.863 ; 256
clang0 ; 2829.560 ; 512
clang0 ; 2805.584 ; 1024
clang0 ; 2798.569 ; 2048
clang0 ; 2790.109 ; 4096
clang0 ; 2789.494 ; 8192
clang0 ; 2790.328 ; 16384
clang0 ; 2790.521 ; 32768
clang0 ; 2790.003 ; 65536
