CBLAS ; MiB/s ; n
clang3 ; 1500.593 ; 8
clang3 ; 3476.141 ; 16
clang3 ; 5805.510 ; 32
clang3 ; 8832.422 ; 64
clang3 ; 11890.657 ; 128
clang3 ; 32347.129 ; 256
clang3 ; 36196.680 ; 512
clang3 ; 38508.041 ; 1024
clang3 ; 39749.353 ; 2048
clang3 ; 40417.690 ; 4096
clang3 ; 40672.281 ; 8192
clang3 ; 40823.114 ; 16384
clang3 ; 40852.297 ; 32768
clang3 ; 25670.347 ; 65536
