CBLAS ; MiB/s ; n
gcc0 ; 1797.433 ; 8
gcc0 ; 3884.023 ; 16
gcc0 ; 3339.645 ; 32
gcc0 ; 3048.661 ; 64
gcc0 ; 2916.879 ; 128
gcc0 ; 2857.940 ; 256
gcc0 ; 2824.174 ; 512
gcc0 ; 2810.501 ; 1024
gcc0 ; 2799.501 ; 2048
gcc0 ; 2793.680 ; 4096
gcc0 ; 2796.422 ; 8192
gcc0 ; 2796.749 ; 16384
gcc0 ; 2797.432 ; 32768
gcc0 ; 2797.446 ; 65536
