CBLAS ; MiB/s ; n
clang2 ; 7372.148 ; 8
clang2 ; 13951.991 ; 16
clang2 ; 12553.432 ; 32
clang2 ; 8641.233 ; 64
clang2 ; 13446.410 ; 128
clang2 ; 5179.467 ; 256
clang2 ; 10923.080 ; 512
clang2 ; 10592.027 ; 1024
clang2 ; 10412.039 ; 2048
clang2 ; 10332.944 ; 4096
clang2 ; 10280.967 ; 8192
clang2 ; 10282.279 ; 16384
clang2 ; 10264.888 ; 32768
clang2 ; 10256.808 ; 65536
