CBLAS ; MiB/s ; n
clang0 ; 4336.331 ; 8
clang0 ; 1705.251 ; 16
clang0 ; 3368.929 ; 32
clang0 ; 3056.916 ; 64
clang0 ; 2911.521 ; 128
clang0 ; 2847.357 ; 256
clang0 ; 2812.578 ; 512
clang0 ; 2799.486 ; 1024
clang0 ; 2790.668 ; 2048
clang0 ; 2787.429 ; 4096
clang0 ; 2781.970 ; 8192
clang0 ; 2784.033 ; 16384
clang0 ; 2784.915 ; 32768
clang0 ; 2784.103 ; 65536
