CBLAS ; MiB/s ; n
clang2 ; 10414.805 ; 8
clang2 ; 15573.403 ; 16
clang2 ; 12352.218 ; 32
clang2 ; 8644.043 ; 64
clang2 ; 5982.216 ; 128
clang2 ; 5181.498 ; 256
clang2 ; 10925.100 ; 512
clang2 ; 10593.372 ; 1024
clang2 ; 10434.309 ; 2048
clang2 ; 10347.399 ; 4096
clang2 ; 10305.956 ; 8192
clang2 ; 10280.109 ; 16384
clang2 ; 10270.999 ; 32768
clang2 ; 10271.579 ; 65536
