CBLAS ; MiB/s ; n
gcc2 ; 1849.962 ; 8
gcc2 ; 3327.940 ; 16
gcc2 ; 5659.319 ; 32
gcc2 ; 8645.307 ; 64
gcc2 ; 11744.763 ; 128
gcc2 ; 14262.505 ; 256
gcc2 ; 35985.706 ; 512
gcc2 ; 38422.999 ; 1024
gcc2 ; 39698.163 ; 2048
gcc2 ; 40351.889 ; 4096
gcc2 ; 40722.654 ; 8192
gcc2 ; 40832.592 ; 16384
gcc2 ; 40918.978 ; 32768
gcc2 ; 26452.881 ; 65536
